"park_name","unit_code","park_type","region","traffic_counter","year","month","traffic_count","park_name_total","unit_code_total","park_type_total","region_type","traffic_count_total_label","year_total","traffic_count_total","state"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,3,752601,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,3002172,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,4,77555,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,3002172,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,5,77602,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,3002172,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,6,80344,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,3002172,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,7,96554,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,3002172,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,8,102196,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,3002172,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,9,81088,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,3002172,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,10,81145,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,3002172,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,11,75210,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,3002172,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,12,74867,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,3002172,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,1,750678,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,8647981,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,2,751000,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,8647981,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,3,752601,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,8647981,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,4,756515,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,8647981,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,5,755433,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,8647981,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,6,758765,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,8647981,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,7,96887,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,8647981,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,8,831701,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,8647981,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,9,829990,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,8647981,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,10,811500,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,8647981,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,11,789356,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,8647981,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,12,763555,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2021,8647981,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,1,489984,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,7684187,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,2,410394,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,7684187,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,3,560731,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,7684187,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,4,580813,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,7684187,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,5,681967,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,7684187,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,6,795256,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,7684187,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,7,800115,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,7684187,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,8,761953,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,7684187,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,9,693338,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,7684187,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,10,675839,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,7684187,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,11,632166,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,7684187,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,12,601631,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2022,7684187,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,1,512974,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,6039011,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,2,524758,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,6039011,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,3,630146,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,6039011,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,4,606370,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,6039011,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,5,736534,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,6039011,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,6,772823,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,6039011,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,7,800115,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,6039011,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,8,761953,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,6039011,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,9,693338,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,6039011,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,10,0,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,6039011,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,11,0,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,6039011,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,12,0,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2023,6039011,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,1,31732,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,465630,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,2,23128,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,465630,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,3,32552,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,465630,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,4,32552,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,465630,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,5,65784,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,465630,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,6,26669,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,465630,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,7,36828,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,465630,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,8,46994,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,465630,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,9,44903,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,465630,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,10,42041,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,465630,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,11,61579,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,465630,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,12,20868,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",1999,465630,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,1,19204,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,786202,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,2,50966,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,786202,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,3,64414,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,786202,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,4,63508,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,786202,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,5,65784,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,786202,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,6,91263,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,786202,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,7,86562,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,786202,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,8,81683,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,786202,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,9,81766,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,786202,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,10,71686,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,786202,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,11,56678,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,786202,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,12,52688,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2000,786202,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,1,55771,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,908583,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,2,50966,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,908583,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,3,1e+05,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,908583,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,4,63508,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,908583,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,5,86200,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,908583,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,6,86200,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,908583,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,7,86000,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,908583,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,8,88588,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,908583,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,9,81000,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,908583,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,10,91318,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,908583,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,11,56678,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,908583,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,12,62354,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2001,908583,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2002,1,51206,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2002,848881,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2002,2,60000,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2002,848881,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2002,3,66674,"Gateway NRA","GATE","National Recreation Area","Northeast","Floyd Bennett Field",2002,848881,"WV"
